image,bee,xmin,ymin,xmax,ymax
1435,11,1317,597,1389,702
1435,12,1260,591,1321,699
1435,13,718,593,805,691
1435,14,1886,584,1924,689
1435,15,1393,591,1443,688
1435,16,1224,554,1274,638
1435,17,1710,560,1797,636
1435,18,1533,515,1615,617
1435,19,1801,534,1892,616
1435,20,1365,529,1415,604
1435,21,889,513,930,602
1435,22,1422,507,1466,583
1435,23,926,495,996,558
1435,24,1235,491,1276,553
1435,25,1060,498,1104,544
1435,26,843,505,875,541
1435,27,1733,476,1825,528
1436,0,663,1148,753,1262
1436,1,934,1028,984,1169
1436,2,1201,1010,1295,1130
1436,3,765,979,854,1119
1436,4,1658,967,1706,1105
1436,5,751,782,830,886
1436,6,960,737,1003,859
1436,7,1538,749,1635,827
1436,8,588,677,644,793
1436,9,2118,609,2169,712
1436,10,1314,602,1392,711
1436,11,1249,597,1316,707
1436,12,1887,585,1927,688
1436,13,1392,588,1446,687
1436,14,732,582,808,682
1436,15,1223,554,1274,638
1436,16,1714,557,1794,635
1436,17,1798,551,1869,621
1436,18,1550,525,1624,620
1436,19,1364,530,1412,604
1436,20,886,503,926,603
1436,21,1420,510,1463,592
1436,22,936,494,994,558
1436,23,1236,491,1275,552
1436,24,1060,498,1102,546
1436,25,844,505,876,543
1436,26,1718,476,1816,541
1437,0,662,1144,753,1262
1437,1,766,1094,840,1246
1437,2,1200,1010,1294,1132
1437,3,770,976,849,1124
1437,4,1658,963,1702,1108
1437,5,749,784,830,883
1437,6,964,716,1002,836
1437,7,1527,750,1639,818
1437,8,585,670,644,776
1437,9,1238,609,1311,717
1437,10,2118,609,2169,712
1437,11,1311,605,1389,709
1437,12,1886,586,1927,689
1437,13,1391,586,1447,687
1437,14,742,569,818,673
1437,15,1224,553,1274,638
1437,16,1724,551,1794,635
1437,17,1798,543,1878,624
1437,18,1546,522,1625,620
1437,19,1364,530,1414,606
1437,20,891,522,929,595
1437,21,1420,503,1468,590
1437,22,940,492,986,558
1437,23,1688,485,1806,554
1437,24,1236,491,1275,552
1437,25,1061,497,1103,545
1437,26,844,505,876,543
1438,0,663,1144,754,1261
1438,1,784,1093,832,1260
1438,2,929,1000,989,1179
1438,3,1190,1018,1290,1129
1438,4,766,997,836,1105
1438,5,1649,960,1709,1093
1438,6,1456,754,1503,901
1438,7,750,788,833,880
1438,8,958,697,998,819
1438,9,1516,753,1641,814
1438,10,589,645,635,769
1438,11,1227,611,1298,729
1438,12,2117,609,2168,712
1438,13,1310,599,1390,704
1438,14,1887,587,1928,689
1438,15,1391,587,1446,689
1438,16,761,550,823,665
1438,17,1221,554,1276,638
1438,18,1714,553,1789,635
1438,19,1799,538,1882,630
1438,20,1545,518,1624,618
1438,21,1361,530,1415,604
1438,22,884,506,925,598
1438,23,1429,517,1469,589
1438,24,1680,483,1785,579
1438,25,945,484,985,557
1438,26,1236,490,1274,551
1438,27,1062,497,1102,548
1438,28,842,505,875,542
1439,0,663,1144,754,1262
1439,1,766,1097,837,1248
1439,2,919,1094,971,1193
1439,3,921,973,974,1128
1439,4,1188,1014,1287,1124
1439,5,765,995,834,1104
1439,6,1648,968,1699,1096
1439,7,1445,755,1487,913
1439,8,749,787,835,881
1439,9,1527,751,1640,807
1439,10,953,677,994,804
1439,11,590,636,628,752
1439,12,1230,624,1289,742
1439,13,1314,586,1396,716
1439,14,2118,609,2170,712
1439,15,1398,580,1446,691
1439,16,1888,587,1928,689
1439,17,758,546,826,650
1439,18,1223,553,1275,640
1439,19,1697,556,1785,635
1439,20,1803,541,1877,632
1439,21,1541,520,1631,612
1439,22,1363,529,1413,604
1439,23,890,526,929,599
1439,24,1428,520,1471,595
1439,25,1675,490,1774,575
1439,26,951,481,991,559
1439,27,1236,490,1275,552
1439,28,1062,497,1102,548
1439,29,841,505,875,544
1440,0,665,1144,753,1261
1440,1,769,1098,838,1247
1440,2,930,1077,979,1226
1440,3,1184,1015,1283,1119
1440,4,762,989,836,1104
1440,5,1648,971,1701,1095
1440,6,1415,790,1473,934
1440,7,750,786,834,881
1440,8,1522,752,1647,806
1440,9,949,664,997,779
1440,10,1219,632,1285,745
1440,11,583,615,624,734
1440,12,2118,609,2169,712
1440,13,1307,601,1391,698
1440,14,1391,580,1449,691
1440,15,1889,587,1928,689
1440,16,761,535,826,649
1440,17,1224,553,1276,639
1440,18,1796,544,1874,634
1440,19,1694,559,1780,632
1440,20,1542,520,1628,610
1440,21,1361,529,1413,605
1440,22,1428,520,1475,599
1440,23,881,507,924,598
1440,24,1659,496,1755,592
1440,25,947,481,996,558
1440,26,1236,490,1274,551
1440,27,834,505,872,547
1440,28,1062,497,1101,547
1440,29,1407,490,1439,527
1441,0,931,1109,981,1266
1441,1,664,1144,751,1262
1441,2,777,1102,839,1252
1441,3,1191,1020,1270,1120
1441,4,765,1008,814,1102
1441,5,1646,968,1723,1091
1441,6,784,891,834,1059
1441,7,1373,816,1432,957
1441,8,749,786,834,881
1441,9,1518,752,1631,805
1441,10,946,643,988,772
1441,11,1210,650,1274,765
1441,12,1592,672,1676,764
1441,13,584,611,628,727
1441,14,2118,610,2170,712
1441,15,1306,601,1392,699
1441,16,1391,581,1448,691
1441,17,1890,585,1930,690
1441,18,1228,551,1276,638
1441,19,1681,568,1779,636
1441,20,1793,536,1870,636
1441,21,777,531,831,635
1441,22,1545,520,1624,610
1441,23,1360,528,1412,605
1441,24,1427,526,1475,604
1441,25,883,514,926,602
1441,26,1661,514,1740,601
1441,27,947,477,994,559
1441,28,1235,490,1274,551
1441,29,1062,497,1100,549
1441,30,838,504,875,548
1442,0,664,1145,752,1263
1442,1,777,1103,839,1251
1442,2,1184,1019,1278,1120
1442,3,770,988,831,1106
1442,4,1655,961,1716,1096
1442,5,751,785,833,882
1442,6,1512,752,1623,807
1442,7,1594,664,1663,776
1442,8,1200,659,1277,768
1442,9,941,625,983,748
1442,10,571,596,624,719
1442,11,2118,609,2170,712
1442,12,1295,614,1390,699
1442,13,1890,585,1930,690
1442,14,1388,579,1449,690
1442,15,1224,552,1275,639
1442,16,1678,567,1778,637
1442,17,1786,543,1865,635
1442,18,781,530,829,634
1442,19,1546,524,1621,612
1442,20,1429,528,1475,610
1442,21,1357,528,1412,606
1442,22,885,501,923,605
1442,23,945,474,996,558
1442,24,1235,490,1274,551
1442,25,1062,497,1100,549
1442,26,838,503,872,547
1442,27,1407,490,1441,523
1443,0,915,1165,997,1312
1443,1,663,1143,752,1263
1443,2,776,1109,823,1251
1443,3,1176,1021,1274,1126
1443,4,771,990,833,1108
1443,5,1656,961,1716,1092
1443,6,751,785,832,883
1443,7,1498,749,1617,808
1443,8,1199,668,1264,795
1443,9,1594,653,1672,767
1443,10,930,616,984,728
1443,11,570,592,623,722
1443,12,2118,609,2170,712
1443,13,1299,614,1398,701
1443,14,1892,585,1930,691
1443,15,1392,581,1452,687
1443,16,1787,531,1858,654
1443,17,1224,553,1275,639
1443,18,1679,565,1774,638
1443,19,779,527,830,627
1443,20,1426,531,1476,620
1443,21,1354,528,1414,610
1443,22,1538,525,1615,607
1443,23,885,500,922,601
1443,24,1655,513,1745,593
1443,25,943,473,997,555
1443,26,1235,490,1274,552
1443,27,1060,498,1098,550
1443,28,840,504,873,543
1443,29,1409,490,1441,524
1444,0,917,1188,1008,1325
1444,1,664,1142,751,1261
1444,2,776,1106,822,1249
1444,3,1170,1020,1271,1129
1444,4,770,993,834,1105
1444,5,1653,966,1719,1092
1444,6,617,944,686,1087
1444,7,751,785,832,883
1444,8,1496,741,1613,811
1444,9,1195,677,1256,788
1444,10,1596,645,1660,768
1444,11,573,597,618,722
1444,12,926,601,973,717
1444,13,2118,609,2170,712
1444,14,1304,614,1398,701
1444,15,1893,584,1931,690
1444,16,1387,580,1451,689
1444,17,1767,550,1858,642
1444,18,1226,552,1275,639
1444,19,1676,563,1771,638
1444,20,1426,537,1482,624
1444,21,784,527,840,623
1444,22,1354,529,1414,608
1444,23,1531,521,1613,607
1444,24,886,503,921,596
1444,25,1655,514,1741,593
1444,26,942,478,1000,553
1444,27,1235,490,1274,552
1444,28,1060,498,1099,550
1444,29,842,502,873,545
1444,30,1409,491,1442,523
1445,0,924,1197,991,1338
1445,1,665,1143,753,1261
1445,2,785,1102,833,1247
1445,3,1168,1025,1270,1128
1445,4,770,985,845,1109
1445,5,1653,969,1723,1089
1445,6,586,935,633,1087
1445,7,752,785,834,883
1445,8,1493,738,1609,812
1445,9,1162,699,1256,798
1445,10,1590,636,1648,749
1445,11,580,602,622,728
1445,12,2118,609,2170,712
1445,13,918,596,967,702
1445,14,1305,617,1394,701
1445,15,1388,584,1448,693
1445,16,1893,585,1933,690
1445,17,1648,570,1760,643
1445,18,1757,562,1842,640
1445,19,1222,554,1278,638
1445,20,1428,538,1481,630
1445,21,789,526,838,615
1445,22,1351,530,1415,609
1445,23,1549,529,1623,608
1445,24,885,504,920,596
1445,25,941,475,994,554
1445,26,1233,490,1274,551
1445,27,1060,498,1099,551
1445,28,843,503,873,547
1445,29,1408,491,1443,523
1446,0,927,1199,977,1350
1446,1,665,1141,751,1262
1446,2,786,1102,831,1248
1446,3,1174,1027,1258,1129
1446,4,775,974,845,1126
1446,5,1653,969,1722,1089
1446,6,751,786,837,882
1446,7,1481,738,1603,808
1446,8,1162,717,1224,805
1446,9,1593,609,1645,766
1446,10,580,604,633,722
1446,11,2118,610,2170,712
1446,12,1304,618,1364,704
1446,13,1387,583,1449,692
1446,14,1893,585,1933,691
1446,15,916,580,961,688
1446,16,1639,572,1765,642
1446,17,1436,543,1487,641
1446,18,1762,560,1842,641
1446,19,1228,551,1276,639
1446,20,790,521,831,616
1446,21,1350,531,1416,609
1446,22,1515,533,1620,603
1446,23,881,504,920,600
1446,24,1638,525,1737,591
1446,25,943,477,997,556
1446,26,1234,491,1273,553
1446,27,1061,498,1099,551
1446,28,840,504,872,548
1446,29,1408,491,1443,525
1447,0,926,1200,977,1351
1447,1,665,1143,752,1262
1447,2,788,1098,832,1249
1447,3,1171,1026,1259,1140
1447,4,773,975,846,1121
1447,5,1654,970,1726,1090
1447,6,624,846,695,987
1447,7,749,785,836,882
1447,8,1158,710,1243,809
1447,9,1476,729,1592,809
1447,10,1583,624,1657,728
1447,11,585,598,649,717
1447,12,2118,610,2170,712
1447,13,1303,618,1363,705
1447,14,1387,581,1449,694
1447,15,1893,584,1933,689
1447,16,924,576,965,686
1447,17,1441,546,1490,645
1447,18,1750,561,1844,640
1447,19,1635,581,1749,638
1447,20,1224,554,1276,633
1447,21,787,522,836,615
1447,22,1348,531,1415,606
1447,23,1512,535,1625,603
1447,24,881,521,920,594
1447,25,1631,523,1733,593
1447,26,942,479,991,556
1447,27,1233,491,1273,553
1447,28,1060,498,1098,551
1447,29,841,504,875,546
1447,30,1409,491,1442,525
1447,31,1474,485,1517,516
1448,0,922,1205,987,1344
1448,1,665,1141,752,1262
1448,2,788,1095,832,1248
1448,3,1163,1043,1243,1132
1448,4,1647,972,1740,1098
1448,5,768,980,856,1096
1448,6,750,787,837,880
1448,7,1142,723,1234,820
1448,8,1472,723,1586,807
1448,9,1588,617,1645,724
1448,10,591,595,660,716
1448,11,2118,610,2170,712
1448,12,1301,623,1398,701
1448,13,1388,579,1450,695
1448,14,1892,583,1933,688
1448,15,929,563,976,674
1448,16,1186,543,1233,672
1448,17,1445,547,1495,661
1448,18,1749,556,1844,646
1448,19,1235,553,1279,641
1448,20,1631,584,1746,640
1448,21,788,520,835,615
1448,22,1512,533,1621,608
1448,23,1351,531,1413,607
1448,24,1629,524,1733,594
1448,25,884,512,926,588
1448,26,944,477,989,556
1448,27,1233,491,1272,553
1448,28,1060,498,1098,551
1448,29,841,504,877,543
1448,30,1408,490,1440,525
1448,31,1470,484,1515,522
1449,0,920,1210,981,1348
1449,1,665,1141,753,1262
1449,2,785,1094,832,1243
1449,3,1160,1047,1245,1137
1449,4,1658,968,1733,1103
1449,5,764,987,864,1087
1449,6,735,788,852,853
1449,7,1122,742,1233,833
1449,8,1470,720,1583,808
1449,9,1589,612,1644,725
1449,10,2118,610,2170,712
1449,11,600,599,681,705
1449,12,1305,628,1406,701
1449,13,1388,580,1447,690
1449,14,1892,584,1933,689
1449,15,1173,559,1241,676
1449,16,937,546,980,667
1449,17,1450,558,1493,663
1449,18,1745,555,1840,644
1449,19,1631,574,1747,644
1449,20,1237,556,1276,636
1449,21,793,520,839,610
1449,22,1513,527,1618,607
1449,23,1348,532,1409,605
1449,24,1626,524,1731,594
1449,25,884,510,925,587
1449,26,941,479,991,555
1449,27,1233,491,1273,552
1449,28,842,503,876,550
1449,29,1060,498,1098,550
1449,30,1474,483,1517,522
1450,0,914,1209,988,1343
1450,1,667,1139,750,1266
1450,2,786,1096,831,1244
1450,3,1156,1045,1244,1141
1450,4,1663,965,1734,1106
1450,5,748,1003,881,1055
1450,6,785,835,881,965
1450,7,721,791,852,851
1450,8,1115,747,1220,830
1450,9,1470,710,1578,809
1450,10,1588,605,1636,720
1450,11,2117,610,2170,712
1450,12,600,608,692,703
1450,13,1310,635,1409,699
1450,14,1391,579,1444,695
1450,15,1893,584,1933,689
1450,16,1202,551,1266,680
1450,17,1449,567,1499,665
1450,18,944,546,994,655
1450,19,1738,582,1809,646
1450,20,1633,577,1740,645
1450,21,1520,527,1606,609
1450,22,1349,532,1409,605
1450,23,785,524,838,604
1450,24,1624,527,1723,594
1450,25,885,510,921,585
1450,26,1060,498,1098,554
1450,27,941,479,992,554
1450,28,1233,491,1272,550
1450,29,844,503,875,548
1450,30,1475,486,1520,530
1450,31,1408,490,1441,525
1451,0,885,1246,977,1369
1451,1,668,1135,750,1266
1451,2,780,1093,829,1242
1451,3,1139,1038,1244,1146
1451,4,1663,965,1734,1106
1451,5,743,1005,887,1053
1451,6,1931,819,1990,974
1451,7,793,834,847,966
1451,8,719,791,851,849
1451,9,1106,754,1215,835
1451,10,1464,706,1572,809
1451,11,1585,603,1630,720
1451,12,2117,609,2170,711
1451,13,1306,634,1416,701
1451,14,602,617,684,699
1451,15,1396,577,1443,693
1451,16,1893,583,1932,688
1451,17,1210,549,1261,682
1451,18,1447,572,1504,678
1451,19,1732,575,1821,646
1451,20,1645,579,1735,644
1451,21,947,548,1001,640
1451,22,780,526,844,612
1451,23,1521,523,1605,608
1451,24,1348,529,1413,608
1451,25,1623,522,1724,592
1451,26,883,512,922,581
1451,27,1060,498,1098,555
1451,28,940,475,991,555
1451,29,1233,491,1272,550
1451,30,844,503,876,549
1451,31,1477,485,1526,538
1451,32,1408,491,1445,525
1452,0,668,1131,749,1264
1452,1,781,1089,824,1243
1452,2,1138,1041,1242,1149
1452,3,1663,961,1731,1109
1452,4,753,1005,876,1052
1452,5,783,835,829,971
1452,6,1946,788,2002,942
1452,7,722,788,848,851
1452,8,1098,754,1217,846
1452,9,1465,705,1577,800
1452,10,1577,609,1631,719
1452,11,2118,609,2170,710
1452,12,1309,638,1409,704
1452,13,623,620,693,698
1452,14,1398,571,1444,693
1452,15,1893,583,1933,688
1452,16,1461,582,1506,687
1452,17,1215,545,1263,678
1452,18,1730,578,1819,652
1452,19,1612,589,1722,645
1452,20,958,533,1002,617
1452,21,782,530,849,612
1452,22,1526,519,1602,610
1452,23,1350,528,1414,608
1452,24,1602,528,1716,587
1452,25,883,517,922,579
1452,26,1060,498,1097,553
1452,27,941,477,995,553
1452,28,1233,491,1271,550
1452,29,845,504,876,544
1452,30,1484,480,1530,541
1452,31,1407,491,1448,528
1453,0,668,1127,749,1265
1453,1,778,1089,820,1244
1453,2,1133,1050,1238,1150
1453,3,1661,964,1723,1107
1453,4,746,1003,883,1055
1453,5,785,833,831,969
1453,6,1958,767,2009,919
1453,7,1088,765,1191,852
1453,8,732,788,841,850
1453,9,1462,700,1564,798
1453,10,1579,609,1628,719
1453,11,2117,610,2170,711
1453,12,1309,641,1409,704
1453,13,629,600,743,698
1453,14,1397,570,1445,693
1453,15,1460,595,1516,691
1453,16,1893,584,1933,688
1453,17,1216,550,1275,675
1453,18,1724,585,1820,657
1453,19,1619,589,1715,646
1453,20,780,538,830,610
1453,21,1529,521,1599,609
1453,22,1355,529,1410,607
1453,23,961,539,1001,604
1453,24,1599,526,1708,578
1453,25,884,515,926,576
1453,26,937,476,990,556
1453,27,1059,497,1098,552
1453,28,1232,490,1272,551
1453,29,844,504,877,546
1453,30,1484,481,1528,539
1453,31,1407,491,1445,535
1454,0,669,1124,749,1264
1454,1,775,1087,819,1243
1454,2,1133,1056,1227,1155
1454,3,1664,953,1712,1109
1454,4,758,1001,876,1056
1454,5,780,836,836,967
1454,6,1969,749,2016,904
1454,7,1066,779,1166,855
1454,8,728,786,851,849
1454,9,1452,695,1550,796
1454,10,1571,608,1632,719
1454,11,2118,610,2170,711
1454,12,1312,644,1416,706
1454,13,1467,605,1520,699
1454,14,1894,585,1932,689
1454,15,1397,570,1441,677
1454,16,631,593,750,676
1454,17,1219,549,1285,672
1454,18,1726,581,1818,660
1454,19,1619,592,1714,647
1454,20,1524,519,1599,608
1454,21,1355,529,1410,607
1454,22,790,529,840,607
1454,23,960,534,1003,595
1454,24,883,512,926,568
1454,25,1589,524,1694,568
1454,26,940,478,990,556
1454,27,1059,498,1098,553
1454,28,1234,491,1271,551
1454,29,1406,489,1445,550
1454,30,1484,480,1526,543
1454,31,842,503,876,543
1455,0,672,1120,743,1261
1455,1,775,1081,818,1244
1455,2,1121,1063,1218,1162
1455,3,1663,952,1710,1108
1455,4,750,999,883,1059
1455,5,770,838,833,965
1455,6,1971,727,2042,874
1455,7,1061,785,1167,857
1455,8,729,787,851,848
1455,9,1452,687,1537,792
1455,10,1564,608,1634,720
1455,11,2118,610,2170,712
1455,12,1471,611,1532,708
1455,13,1316,648,1423,708
1455,14,1893,585,1930,689
1455,15,655,590,760,676
1455,16,1220,547,1279,673
1455,17,1394,569,1439,669
1455,18,1726,579,1817,664
1455,19,1618,591,1716,649
1455,20,793,511,834,611
1455,21,1356,528,1409,608
1455,22,1529,521,1597,607
1455,23,978,516,1015,582
1455,24,1577,516,1679,568
1455,25,890,515,930,563
1455,26,941,477,985,561
1455,27,1060,498,1097,553
1455,28,1233,491,1272,550
1455,29,1403,488,1441,546
1455,30,1479,477,1521,544
1455,31,841,504,871,544
1456,0,674,1117,741,1263
1456,1,768,1087,821,1236
1456,2,1111,1070,1220,1163
1456,3,1662,952,1709,1105
1456,4,761,991,877,1067
1456,5,776,822,845,980
1456,6,1976,722,2038,874
1456,7,1044,792,1166,858
1456,8,737,786,843,847
1456,9,1451,686,1531,797
1456,10,1562,607,1634,719
1456,11,1311,653,1440,710
1456,12,2118,609,2170,710
1456,13,1470,613,1537,709
1456,14,1893,584,1930,689
1456,15,665,589,756,681
1456,16,1223,544,1273,671
1456,17,1731,580,1808,659
1456,18,1393,575,1441,659
1456,19,1614,589,1713,650
1456,20,1354,527,1402,612
1456,21,793,507,830,606
1456,22,1536,524,1592,606
1456,23,1407,504,1449,571
1456,24,1560,505,1679,561
1456,25,883,516,926,561
1456,26,939,479,986,561
1456,27,1057,497,1100,553
1456,28,1231,491,1272,550
1456,29,842,504,875,544
1456,30,1479,478,1529,544
1457,0,672,1115,739,1261
1457,1,767,1077,819,1231
1457,2,1104,1072,1215,1177
1457,3,1655,960,1714,1094
1457,4,751,994,873,1065
1457,5,779,833,853,967
1457,6,1966,724,2011,866
1457,7,1032,790,1157,859
1457,8,730,783,846,848
1457,9,1452,684,1529,797
1457,10,1562,605,1638,717
1457,11,1474,625,1546,713
1457,12,2118,609,2170,710
1457,13,1324,647,1423,708
1457,14,1892,584,1930,690
1457,15,676,582,765,681
1457,16,1219,544,1277,669
1457,17,1390,576,1441,658
1457,18,1724,587,1802,656
1457,19,1605,591,1714,650
1457,20,1352,526,1401,613
1457,21,1534,521,1589,604
1457,22,792,510,829,603
1457,23,1411,510,1455,586
1457,24,1568,505,1670,577
1457,25,885,513,922,560
1457,26,937,477,982,559
1457,27,1061,498,1099,553
1457,28,1232,491,1271,552
1457,29,1481,476,1519,547
1457,30,844,505,876,545
1458,0,674,1116,735,1260
1458,1,764,1078,819,1229
1458,2,1100,1073,1209,1175
1458,3,1660,961,1709,1097
1458,4,742,994,840,1068
1458,5,778,841,868,955
1458,6,1024,790,1144,856
1458,7,1946,711,1996,854
1458,8,731,778,824,853
1458,9,1449,684,1526,802
1458,10,1485,635,1549,719
1458,11,1559,604,1636,716
1458,12,1326,644,1437,714
1458,13,2118,609,2170,711
1458,14,1891,585,1928,689
1458,15,687,586,766,677
1458,16,1223,543,1289,668
1458,17,1602,591,1708,653
1458,18,1384,570,1435,649
1458,19,1718,594,1809,649
1458,20,1351,523,1400,612
1458,21,792,509,831,603
1458,22,1416,520,1459,595
1458,23,1537,522,1581,594
1458,24,1569,500,1671,577
1458,25,934,480,982,558
1458,26,1061,498,1099,553
1458,27,1232,491,1271,552
1458,28,1478,476,1519,547
1458,29,841,504,876,545
1458,30,1402,490,1440,532
1459,0,679,1107,736,1254
1459,1,760,1079,819,1228
1459,2,1102,1075,1192,1184
1459,3,1664,969,1708,1105
1459,4,738,991,837,1065
1459,5,777,841,876,952
1459,6,1011,804,1127,855
1459,7,729,778,824,852
1459,8,1931,672,1983,807
1459,9,1432,687,1533,789
1459,10,1335,643,1439,722
1459,11,1483,639,1554,718
1459,12,1566,604,1631,716
1459,13,2118,608,2170,711
1459,14,1891,585,1929,689
1459,15,697,580,788,671
1459,16,1230,543,1296,655
1459,17,1599,591,1708,654
1459,18,1386,572,1432,649
1459,19,1728,587,1814,646
1459,20,1351,524,1398,614
1459,21,1414,523,1460,610
1459,22,793,516,834,597
1459,23,1535,511,1572,594
1459,24,1567,511,1674,573
1459,25,935,478,985,557
1459,26,1061,498,1099,553
1459,27,1232,492,1271,552
1459,28,1479,473,1519,546
1459,29,883,497,924,543
1459,30,841,506,877,543
1459,31,1402,490,1438,530
1460,0,675,1105,733,1255
1460,1,754,1078,820,1225
1460,2,1088,1091,1175,1179
1460,3,1653,969,1704,1105
1460,4,721,995,854,1060
1460,5,784,838,872,952
1460,6,1000,805,1116,854
1460,7,734,777,837,852
1460,8,1439,692,1511,789
1460,9,1903,657,1966,781
1460,10,1346,641,1444,725
1460,11,1483,641,1551,725
1460,12,1568,602,1634,716
1460,13,2118,609,2170,711
1460,14,1890,584,1930,683
1460,15,700,585,789,676
1460,16,1221,551,1298,662
1460,17,1600,594,1709,655
1460,18,1719,597,1810,649
1460,19,1425,531,1474,615
1460,20,1350,525,1402,612
1460,21,1534,525,1573,597
1460,22,793,511,829,594
1460,23,1564,519,1678,570
1460,24,934,478,986,556
1460,25,1060,499,1098,553
1460,26,1233,491,1271,552
1460,27,1478,467,1522,546
1460,28,837,507,875,545
1460,29,1401,489,1436,528
1461,0,1524,1840,1653,1920
1461,1,675,1100,729,1255
1461,2,752,1076,820,1224
1461,3,1073,1094,1183,1181
1461,4,1650,974,1700,1110
1461,5,713,1003,852,1058
1461,6,783,838,876,947
1461,7,988,793,1119,853
1461,8,746,777,832,852
1461,9,1881,665,1935,803
1461,10,1435,695,1512,789
1461,11,1485,641,1551,729
1461,12,1352,646,1455,721
1461,13,1560,608,1623,719
1461,14,2118,608,2169,711
1461,15,1890,584,1930,685
1461,16,704,579,789,673
1461,17,1228,558,1307,661
1461,18,1604,594,1704,656
1461,19,1716,596,1806,652
1461,20,1432,540,1479,629
1461,21,1346,525,1401,612
1461,22,1531,523,1573,596
1461,23,794,513,827,590
1461,24,1561,525,1678,573
1461,25,930,478,973,554
1461,26,1232,491,1271,553
1461,27,1061,499,1098,553
1461,28,976,496,1015,546
1461,29,838,506,876,544
1461,30,1478,464,1518,537
1461,31,1398,490,1437,526
1462,0,672,1100,726,1256
1462,1,745,1078,818,1225
1462,2,1064,1106,1184,1187
1462,3,1634,980,1702,1114
1462,4,713,1005,850,1058
1462,5,783,843,894,943
1462,6,746,777,831,853
1462,7,991,780,1112,851
1462,8,1867,658,1923,788
1462,9,1429,696,1514,785
1462,10,1483,640,1550,728
1462,11,1570,603,1627,717
1462,12,1355,650,1463,715
1462,13,2119,608,2169,712
1462,14,1890,584,1930,686
1462,15,712,587,805,674
1462,16,1256,549,1309,669
1462,17,1604,591,1700,669
1462,18,1702,598,1812,655
1462,19,1216,549,1263,653
1462,20,1378,576,1437,641
1462,21,1438,546,1483,637
1462,22,1344,526,1403,614
1462,23,1531,508,1570,591
1462,24,796,514,829,588
1462,25,1568,527,1672,571
1462,26,920,475,991,557
1462,27,1232,491,1271,553
1462,28,1060,499,1098,553
1462,29,841,506,876,543
1462,30,1476,463,1521,534
1462,31,1400,489,1438,527
1463,0,672,1102,725,1253
1463,1,740,1078,819,1225
1463,2,1044,1103,1175,1189
1463,3,1635,991,1701,1130
1463,4,719,1005,855,1057
1463,5,795,832,891,942
1463,6,988,770,1106,852
1463,7,748,773,830,852
1463,8,1852,661,1901,793
1463,9,1420,699,1515,784
1463,10,1483,639,1551,733
1463,11,1361,647,1474,717
1463,12,1570,604,1626,716
1463,13,2119,608,2169,712
1463,14,1890,584,1929,686
1463,15,724,577,808,675
1463,16,1601,590,1688,668
1463,17,1265,532,1309,661
1463,18,1215,557,1265,658
1463,19,1693,597,1813,650
1463,20,1437,554,1482,648
1463,21,1378,574,1436,645
1463,22,1340,526,1401,614
1463,23,1527,526,1575,592
1463,24,794,520,828,583
1463,25,1563,515,1658,570
1463,26,923,484,989,562
1463,27,1061,498,1099,553
1463,28,1231,491,1272,552
1463,29,838,505,876,545
1463,30,1477,462,1521,536
1463,31,1401,489,1439,527
1464,0,672,1103,721,1271
1464,1,731,1078,820,1224
1464,2,1038,1103,1155,1195
1464,3,1623,1019,1705,1132
1464,4,737,1005,853,1053
1464,5,803,831,896,936
1464,6,985,766,1105,854
1464,7,749,770,827,853
1464,8,1407,702,1518,781
1464,9,1833,651,1907,780
1464,10,1485,641,1550,733
1464,11,1360,656,1482,714
1464,12,1570,604,1626,714
1464,13,2118,608,2169,712
1464,14,1890,584,1929,685
1464,15,1603,587,1687,670
1464,16,734,572,815,665
1464,17,1266,529,1312,660
1464,18,1442,557,1485,657
1464,19,1217,548,1267,654
1464,20,1375,570,1432,652
1464,21,1695,591,1793,648
1464,22,1332,524,1402,613
1464,23,1528,526,1574,592
1464,24,792,518,828,580
1464,25,1564,517,1656,570
1464,26,913,498,1001,563
1464,27,1060,497,1100,552
1464,28,1231,490,1273,551
1464,29,841,505,877,544
1464,30,1476,463,1523,536
1464,31,1402,489,1438,529
1465,0,670,1104,723,1270
1465,1,731,1073,823,1221
1465,2,1031,1104,1148,1198
1465,3,1621,1027,1692,1145
1465,4,738,1004,858,1052
1465,5,807,827,909,927
1465,6,749,771,826,855
1465,7,971,774,1096,843
1465,8,1402,707,1516,778
1465,9,1818,649,1900,772
1465,10,1490,643,1560,742
1465,11,1360,659,1486,719
1465,12,1570,603,1624,717
1465,13,2118,608,2169,712
1465,14,1613,588,1701,688
1465,15,1890,585,1930,685
1465,16,762,548,823,664
1465,17,1377,573,1441,663
1465,18,1450,555,1488,662
1465,19,1263,533,1306,658
1465,20,1216,547,1264,654
1465,21,1696,595,1810,649
1465,22,1348,526,1401,612
1465,23,1528,528,1575,591
1465,24,1562,512,1653,568
1465,25,922,491,992,561
1465,26,1061,497,1099,552
1465,27,1230,491,1271,551
1465,28,844,504,878,545
1465,29,1477,464,1522,536
1465,30,1403,489,1437,530
1466,0,670,1105,724,1270
1466,1,730,1068,822,1216
1466,2,1023,1105,1151,1207
1466,3,1617,1023,1690,1149
1466,4,731,1007,869,1050
1466,5,809,824,915,923
1466,6,751,769,825,855
1466,7,955,774,1079,843
1466,8,1397,712,1509,775
1466,9,1791,657,1893,757
1466,10,1496,644,1563,748
1466,11,1570,603,1622,716
1466,12,1365,661,1488,715
